emilie-agathe.robin@epfl.ch,"One Flew Over the Cuckoo's Nest",01/01/01,1
susanne.jacob-turpin@epfl.ch,"Seven Samurai",01/01/02,4
thomas.leduc-morvan@epfl.ch,"Sunset Blvd.",01/01/03,1
robert.regnier@epfl.ch,"Pulp Fiction",01/01/04,5
rene.lecomte@epfl.ch,"Sunset Blvd.",01/01/07,1
emmanuelle.bertin-maillot@epfl.ch,"The Third Man",01/01/09,1
francois.de.leblanc@epfl.ch,"Citizen Kane",01/01/09,5
margot.moreno@epfl.ch,"Sunset Blvd.",01/01/10,5
jean.roux@epfl.ch,"Psycho",01/01/10,1
theophile.reynaud.le.neveu@epfl.ch,"The Godfather: Part II",01/01/12,4
daniel.cohen@epfl.ch,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",01/01/12,1
marc.mendes@epfl.ch,"Sunrise",01/01/13,1
arnaude.humbert-hardy@epfl.ch,"Psycho",01/01/15,3
valentine.pichon@epfl.ch,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",01/01/15,2
maurice.diallo-masse@epfl.ch,"Fanny and Alexander",01/02/02,1
martine-victoire.tessier@epfl.ch,"The Godfather: Part II",01/02/02,1
gregoire.bousquet.le.hoarau@epfl.ch,"Casablanca",01/02/07,4
thomas.leduc-morvan@epfl.ch,"Pulp Fiction",01/02/11,4
claudine.clement@epfl.ch,"Schindler's List",01/02/12,4
thibault.david@epfl.ch,"Psycho",01/02/16,3
adelaide.du.lagarde@epfl.ch,"12 Angry Men",01/03/00,2
jerome.dufour@epfl.ch,"Citizen Kane",01/03/01,5
louis.rodriguez@epfl.ch,"Goodfellas",01/03/01,5
emile.marechal-lopez@epfl.ch,"Apocalypse Now",01/03/02,4
marthe.gomez@epfl.ch,"Raging Bull",01/03/05,4
dorothee.nguyen-martinez@epfl.ch,"The Godfather: Part II",01/03/09,2
paul.turpin@epfl.ch,"Once Upon a Time in the West",01/03/09,2
theophile.leconte@epfl.ch,"Lawrence of Arabia",01/03/11,3
louise.guyon.le.fleury@epfl.ch,"Vertigo",01/03/12,3
lucas.etienne@epfl.ch,"The 400 Blows",01/03/13,1
laurent.dos.santos@epfl.ch,"The Shawshank Redemption",01/03/15,3
arnaude.humbert-hardy@epfl.ch,"Spirited Away",01/03/16,5
noemi.grondin@epfl.ch,"Star Wars: Episode IV - A New Hope",01/03/16,4
patricia.pires@epfl.ch,"The Godfather: Part II",01/04/00,3
emmanuelle.bertin-maillot@epfl.ch,"Star Wars: Episode IV - A New Hope",01/04/01,2
