benjamin.evrard@epfl.ch,"COM402: The bonus-token at com402@groupes.epfl.ch",01/01/01,3
claude-lucy.joly@epfl.ch,"King Kong",01/01/01,2
robert-edouard.boulanger@epfl.ch,"The Pianist",01/01/02,2
benoit.payet@epfl.ch,"Aliens",01/01/02,4
ines.maillard@epfl.ch,"Rome, Open City",01/01/04,2
laetitia.lucas-laurent@epfl.ch,"The Right Stuff",01/01/04,3
aimee.du.bousquet@epfl.ch,"Short Term 12",01/01/05,5
robert.regnier@epfl.ch,"Brazil",01/01/05,1
adrienne.adam@epfl.ch,"Harold and Maude",01/01/06,2
bertrand.camus@epfl.ch,"Viridiana",01/01/06,1
chantal.roche@epfl.ch,"Touch of Evil",01/01/06,4
sylvie.thierry@epfl.ch,"Forrest Gump",01/01/06,4
elisabeth.de.nguyen@epfl.ch,"Rififi",01/01/08,4
lucas.etienne@epfl.ch,"The Matrix",01/01/09,5
margaux.delmas@epfl.ch,"The Wild Bunch",01/01/09,3
laurent.dos.santos@epfl.ch,"Persepolis",01/01/09,5
emile.adam-becker@epfl.ch,"Sunset Blvd.",01/01/10,1
alphonse-paul.pages@epfl.ch,"It's a Wonderful Life",01/01/11,5
jean-matthieu.launay@epfl.ch,"Yojimbo",01/01/12,2
patricia-mathilde.richard@epfl.ch,"The Godfather: Part II",01/01/13,1
aimee.du.bousquet@epfl.ch,"Good Will Hunting",01/01/13,2
margot.didier@epfl.ch,"The Treasure of the Sierra Madre",01/01/13,2
suzanne.guyot.du.lucas@epfl.ch,"High Noon",01/01/15,2
bernadette.bonneau@epfl.ch,"Roman Holiday",01/02/00,5
celine.leroy@epfl.ch,"Solaris",01/02/00,4
sylvie.carpentier@epfl.ch,"Sullivan's Travels",01/02/01,4
pierre.du.delorme@epfl.ch,"L'Avventura",01/02/01,2
thibault.girard@epfl.ch,"Fight Club",01/02/01,2
jeannine-emilie.mendes@epfl.ch,"Frankenstein",01/02/01,5
elisabeth.de.nguyen@epfl.ch,"All About My Mother",01/02/01,5
michel.langlois.du.alves@epfl.ch,"The Great Escape",01/02/02,1
margaux.hubert.le.aubert@epfl.ch,"Harakiri",01/02/02,2
bertrand.dupont@epfl.ch,"The Iron Giant",01/02/03,1
sophie.perrier@epfl.ch,"Pather Panchali",01/02/03,3
claudine.clement@epfl.ch,"Ordet",01/02/05,5
david-tristan.diaz@epfl.ch,"Fight Club",01/02/05,2
maurice.diallo-masse@epfl.ch,"Manhattan",01/02/05,5
jerome.dufour@epfl.ch,"Night of the Living Dead",01/02/06,4
celina-nathalie.noel@epfl.ch,"Young Frankenstein",01/02/06,2
lorraine.parent.le.lesage@epfl.ch,"The Artist",01/02/07,5
emile.adam-becker@epfl.ch,"The Elephant Man",01/02/07,5
dorothee.lesage@epfl.ch,"Before Sunset",01/02/07,3
adele.arnaud-charrier@epfl.ch,"Amores perros",01/02/08,3
rene.lecomte@epfl.ch,"Pather Panchali",01/02/09,3
paul.turpin@epfl.ch,"Laura",01/02/10,5
daniel.cohen@epfl.ch,"Roman Holiday",01/02/11,3
suzanne.bousquet@epfl.ch,"Laura",01/02/12,5
hugues.remy@epfl.ch,"8",01/02/12,4
sylvie.thierry@epfl.ch,"The Wages of Fear",01/02/12,5
pierre.du.delorme@epfl.ch,"Do the Right Thing",01/02/13,4
christine.delorme@epfl.ch,"Short Term 12",01/02/13,5
suzanne.bousquet@epfl.ch,"The Big Lebowski",01/02/14,5
marthe.duhamel@epfl.ch,"American Beauty",01/02/14,2
laurence.rousseau@epfl.ch,"Oldboy",01/02/14,4
sylvie.carpentier@epfl.ch,"Laura",01/02/15,1
claude.foucher@epfl.ch,"Mary and Max",01/02/16,1
alexandria.nguyen@epfl.ch,"The Army of Shadows",01/03/00,1
aurore.salmon@epfl.ch,"Barry Lyndon",01/03/00,4
celine.leroy@epfl.ch,"Some Like It Hot",01/03/00,2
marc.mendes@epfl.ch,"Woman in the Dunes",01/03/00,4
theophile.leconte@epfl.ch,"Sunrise",01/03/00,1
noemi.grondin@epfl.ch,"Star Wars: Episode V - The Empire Strikes Back",01/03/00,1
adrien.foucher@epfl.ch,"This Is Spinal Tap",01/03/01,3
clemence-therese.joubert@epfl.ch,"The Bridge on the River Kwai",01/03/01,3
nathalie.lagarde@epfl.ch,"Full Metal Jacket",01/03/01,2
robert.aubry@epfl.ch,"My Neighbor Totoro",01/03/02,2
nathalie.lagarde@epfl.ch,"Psycho",01/03/02,3
donald.trump@whitehouse.gov,"Indiana Jones and the Last Crusade",01/03/02,4
suzanne.du.gillet@epfl.ch,"American Beauty",01/03/03,2
emmanuelle.francois-delaunay@epfl.ch,"Mad Max: Fury Road",01/03/05,5
maurice.diallo-masse@epfl.ch,"The Artist",01/03/05,1
gregoire.bousquet.le.hoarau@epfl.ch,"Seven Samurai",01/03/05,3
jerome.dufour@epfl.ch,"Howl's Moving Castle",01/03/06,2
aimee.du.bousquet@epfl.ch,"The Adventures of Robin Hood",01/03/06,2
noemi.grondin@epfl.ch,"Hannah and Her Sisters",01/03/06,2
chantal.roche@epfl.ch,"Full Metal Jacket",01/03/07,4
yves.gomes@epfl.ch,"Viridiana",01/03/07,1
marc.mendes@epfl.ch,"Butch Cassidy and the Sundance Kid",01/03/07,3
margaux.hubert.le.aubert@epfl.ch,"Do the Right Thing",01/03/07,4
cecile.raynaud-poirier@epfl.ch,"Les enfants du paradis",01/03/08,2
lucy.lagarde.de.la.gilles@epfl.ch,"E.T. the Extra-Terrestrial",01/03/09,5
chantal.du.descamps@epfl.ch,"The Cabinet of Dr. Caligari",01/03/09,2
sabine.le.roux-marion@epfl.ch,"Mr. Smith Goes to Washington",01/03/10,3
gerard.charrier.le.vaillant@epfl.ch,"Ikiru",01/03/10,5
jacqueline.lebon-pascal@epfl.ch,"Goodfellas",01/03/10,1
marthe.letellier.du.lacombe@epfl.ch,"La rgle du jeu",01/03/11,4
lucas.etienne@epfl.ch,"Night of the Living Dead",01/03/11,5
yves.gomes@epfl.ch,"Before Midnight",01/03/11,2
thibault.david@epfl.ch,"All Quiet on the Western Front",01/03/11,1
capucine.ferreira@epfl.ch,"The Big Lebowski",01/03/12,4
emilie-agathe.robin@epfl.ch,"La rgle du jeu",01/03/12,2
theophile.reynaud.le.neveu@epfl.ch,"Monty Python and the Holy Grail",01/03/14,5
aime.poirier@epfl.ch,"Close Encounters of the Third Kind",01/03/15,2
isaac.lemaire.le.alexandre@epfl.ch,"COM402: The bonus-token at com402@groupes.epfl.ch",01/03/15,5
emilie-agathe.robin@epfl.ch,"The Lord of the Rings: The Two Towers",01/03/15,5
claude-lucy.joly@epfl.ch,"The Lord of the Rings: The Fellowship of the Ring",01/03/16,1
laurent.baron@epfl.ch,"The Diving Bell and the Butterfly",01/04/01,2
zoe-lucie.lemoine@epfl.ch,"Gone with the Wind",01/04/02,3
andre.barbier@epfl.ch,"Halloween",01/04/03,5
margot.didier@epfl.ch,"Star Wars: Episode IV - A New Hope",01/04/03,4
anastasie.legendre-bouvier@epfl.ch,"The Gold Rush",01/04/05,3
zacharie.dupuy-laroche@epfl.ch,"High Noon",01/04/05,1
daniel.cohen@epfl.ch,"Memento",01/04/05,1
benoit.payet@epfl.ch,"Notorious",01/04/06,5
alfred.buisson@epfl.ch,"The Killer",01/04/06,4
capucine.ferreira@epfl.ch,"A Separation",01/04/08,3
alfred.cohen@epfl.ch,"Good Will Hunting",01/04/08,1
luc.du.carpentier@epfl.ch,"Jurassic Park",01/04/08,2
lucy.lagarde.de.la.gilles@epfl.ch,"The Iron Giant",01/04/10,4
laure.allain.du.maillot@epfl.ch,"The Pianist",01/04/10,5
christine.delorme@epfl.ch,"The Grapes of Wrath",01/04/10,5
bertrand.dupont@epfl.ch,"The Bride of Frankenstein",01/04/11,1
emmanuelle.du.nicolas@epfl.ch,"Being There",01/04/12,3
luc.du.carpentier@epfl.ch,"The Treasure of the Sierra Madre",01/04/12,5
christophe.raynaud@epfl.ch,"Oldboy",01/04/13,5
bertrand.dupont@epfl.ch,"The Big Sleep",01/04/13,1
marianne-elisabeth.gautier@epfl.ch,"Bringing Up Baby",01/04/14,5
adele.arnaud-charrier@epfl.ch,"The Grapes of Wrath",01/04/14,4
theophile-thibaut.guillaume@epfl.ch,"Pather Panchali",01/04/15,1
gregoire.bousquet.le.hoarau@epfl.ch,"Rope",01/04/15,3
